doi,title,abstract,authors,venue,year,citations,url,pdf_url,paperId
10.14569/IJACSA.2021.0120531,Improving Performance of ABAC Security Policies Validation using a Novel Clustering Approach,"Cloud computing offers several services, such as storage, software, networking, and other computing services. Cloud storage is a boon for big data and big data owners. Although big data owners can easily avail cloud storage without spending much on infrastructure and software to manage their data, security is a big issue, and protecting the outsourced big data is challenging and ongoing research. Cloud service providers use the attribute-based access control model to detect malicious intruders and address the security requirements of today’s new computing technologies. Anomalies in security policies are removed to improve the efficiency of the access control model. This paper implements a novel clustering approach to cluster security policies. Our proposed approach uses a rule-specific cluster merging technique that compares the rule with the clusters where the probability of similarity is high. Hence this technique reduces the cost, time, and complexity of clustering. Rather than verifying all rules, detecting and removing anomalies in every cluster of rules improve the performance of the intrusion detection system. Our novel clustering approach is useful for the researchers and practitioners in the ABAC policy validation. Keywords—Anomalies; attribute-based access control model; big data; cloud storage; clustering; intrusion detection system; security policy",K. Vijayalakshmi; V.Jayalakshmi,,2021,1,https://www.semanticscholar.org/paper/3a316ca0dc1b14f99834a53969a8816010e5a83e,https://doi.org/10.14569/ijacsa.2021.0120531,3a316ca0dc1b14f99834a53969a8816010e5a83e
10.32628/IJSRST162416,Preserving Privacy Using Attribute Based Access Control in DataStream,,S. Patil; K. B. Manwade,,2016,0,https://www.semanticscholar.org/paper/3a3ecf373571e463f59b51f266e8860b61171ffa,,3a3ecf373571e463f59b51f266e8860b61171ffa
10.1109/SATC65530.2025.11137324,"hChain 4.0: A Permissioned Blockchain Framework for Secure, Privacy-Preserving, and Scalable EHR Management","The growing utilization of IoMT devices, including smartwatches and wearable medical devices, has facilitated realtime health monitoring and data analysis to enhance healthcare outcomes. These gadgets necessitate improved security measures to safeguard sensitive health data while tackling scalability issues in real-time settings. The proposed system, hChain 4.0, employs a permissioned blockchain to provide a secure and scalable data infrastructure designed to fulfill these needs. This stands in contrast to conventional systems, which are vulnerable to security flaws or rely on public blockchains constrained by scalability and expense. The proposed approach introduces a high-privacy method in which health data is encrypted using the Advanced Encryption Standard (AES) for time-efficient encryption, combined with partial homomorphic encryption (PHE) to enable secure computations on encrypted data, thereby enhancing privacy. Moreover, it utilizes private channels that enable isolated communication and ledger between stakeholders, ensuring robust privacy while supporting collaborative operations. The proposed framework enables anonymized health data sharing for medical research by pseudonymizing patient identity. Additionally, hChain 4.0 incorporates Attribute-Based Access Control (ABAC) to provide secure electronic health record (EHR) sharing among authorized parties, where ABAC ensures finegrained permission management vital for multi-organizational healthcare settings. Experimental assessments indicate that the proposed approach achieves higher scalability, cost-effectiveness, and validated security.",Musharraf N. Alruwaill; S. Mohanty; E. Kougianos,"2025 1st International Conference on Secure IoT, Assured and Trusted Computing (SATC)",2025,1,https://www.semanticscholar.org/paper/3a3fda1729a313ef6f07b49c568c5627c480c035,,3a3fda1729a313ef6f07b49c568c5627c480c035
10.1155/2022/3314881,Tenant-Centric Attribute Semantic Access Control Policy Model for the Cloud Service Platform,"In the open Internet environment, there is a cross-platform access control problem that when a tenant needs to access the business resources of other collaborative platforms through the cloud service platform, the cloud service platform only supports the tenant to access the business resources within the platform. When tenants need to access business resources through the cloud service platform, the authorization method of the cloud service platform is static and the authorization granularity is coarse-grained, so dynamic fine-grained authorization is not supported. To solve the above problems, based on ABAC, this paper proposes a tenant-centric attribute semantic access control policy model for cloud service platforms. The model and its application framework can automatically evaluate whether it has cloud service platform or cross-platform access control rights according to the change of the tenant’s attributes so as to determine whether it can obtain the corresponding business resources. Through a practical case analysis, we prove that the application of ASACPM and its application framework to the cloud service platform have good flexibility, scalability, and practicability. In addition, we design some experimental scenarios to verify that the performance of ASACPM and its application framework meet our expectations and have good reliability, validity, and rationality.",Yang Yu; Linfu Sun; Shuhai Wang,J. Sensors,2022,3,https://www.semanticscholar.org/paper/3a5d055853cf9fa9baceee0ee8a01bdc057d1ddf,https://downloads.hindawi.com/journals/js/2022/3314881.pdf,3a5d055853cf9fa9baceee0ee8a01bdc057d1ddf
10.6028/NIST.SP.800-178,A Comparison of Attribute Based Access Control (ABAC) Standards for Data Service Applications,,David F. Ferraiolo; R. Chandramouli; Vincent C. Hu; Rick Kuhn,,2015,34,https://www.semanticscholar.org/paper/3a662f7640103a7bb2d3b1065c061f340b5db974,https://doi.org/10.6028/nist.sp.800-178,3a662f7640103a7bb2d3b1065c061f340b5db974
10.1142/9789814740104_0026,An Attribute-based Access Control Scheme in Cloud Storage Environment,,M. Xing; W. M. Li,International Conference on Software Engineering,2016,1,https://www.semanticscholar.org/paper/3a6b4d5b7444a73dcd5f7660ba63806e9312f84d,,3a6b4d5b7444a73dcd5f7660ba63806e9312f84d
10.1007/978-3-030-65610-2_2,Learning Attribute-Based and Relationship-Based Access Control Policies with Unknown Values,"Attribute-Based Access Control (ABAC) and Relationship-based access control (ReBAC) provide a high level of expressiveness and flexibility that promote security and information sharing, by allowing policies to be expressed in terms of attributes of and chains of relationships between entities. Algorithms for learning ABAC and ReBAC policies from legacy access control information have the potential to significantly reduce the cost of migration to ABAC or ReBAC.  This paper presents the first algorithms for mining ABAC and ReBAC policies from access control lists (ACLs) and incomplete information about entities, where the values of some attributes of some entities are unknown. We show that the core of this problem can be viewed as learning a concise three-valued logic formula from a set of labeled feature vectors containing unknowns, and we give the first algorithm (to the best of our knowledge) for that problem.",Thang Bui; S. Stoller,International Conferences on Information Science and System,2020,18,https://www.semanticscholar.org/paper/3a833929a76fd1a9e2e2162d7bb3c4b0208ce99f,,3a833929a76fd1a9e2e2162d7bb3c4b0208ce99f
10.1155/2022/5136865,Trust-Based Smart Contract for Automated Agent to Agent Communication,"Blockchain technology is now regarded as one of the most interesting and possibly innovative technologies. It enables information to be stored and exchanged securely and transparently without the need for a centralized authority to regulate it. Some of the primary benefits of this technology are the atomicity of the stored data. Given its features, this technology has the potential to provide answers to challenges encountered in a very sensitive sector, namely, Internet of Vehicles (IoV). In IoV, vehicles and service providers autonomously capture and produce data without human intervention. This exchanged data must meet certain criteria such as decentralization, automation, security, and stakeholder trust management. To overcome these challenges, the integration of blockchain technology and multi-agent systems is a key solution. Based on smart contracts, the proposed solution consists of exploiting role-based access control (RBAC) and attribute-based access control (ABAC) techniques. This solution removes the central authority (CA) to reduce maintenance costs and eliminate legacy threats from centralized systems. The results, obtained from consumption costs, show that the developed platform is characterized by security, availability, and privacy.",H. Mhamdi; Ben Othman Soufiene; A. Zouinkhi; O. Ali; H. Sakli,Computational Intelligence and Neuroscience,2022,6,https://www.semanticscholar.org/paper/3acc793c47428796cab59ff87da6d52b9faeee30,https://downloads.hindawi.com/journals/cin/2022/5136865.pdf,3acc793c47428796cab59ff87da6d52b9faeee30
10.1145/3445969.3450432,Trustworthy Data Analysis and Sensor Data Protection in Cyber-Physical Systems,"Cyber-Physical Systems are widely used in critical infrastructures such as the power grids, water purification systems, nuclear plants, oil refinery and compressor plants, food manufacturing, etc. Anomalies in these systems can be a result of cybersecurity attacks, failed sensors or communication channels. Undetected anomalies may lead to process failure, cause financial damage and have significant impact on human lives. Thus, it is important to detect anomalies at early stages and to protect data in Cyber-Physical Systems. In this paper, we propose the novel on-the-fly NIST-compliant key generation scheme for a secure data container used to transfer and store sensor data. The data container delivers data from the low-level field sensors to high-level data analysis servers in a protected form. It provides data confidentiality and integrity, as well as data origin integrity, a fine-grained role-based and attribute-based access control. As a result, the anomaly detector runs on trustworthy data sets, protected from unauthorized adversarial modifications. Our solution can be easily integrated with many existing Cyber-Physical Systems and IT infrastructures since our secure data container supports RESTful API and is implemented in two modifications: (1) signed, watermarked and encrypted spreadsheet file; (2) signed and encrypted JSON file. In addition, we implemented several machine learning models based on a Random Forest, a k-Nearest Neighbors, a Support Vector Machine and a Neural Network algorithms for the detection of various anomalies and attacks in a gas pipeline system. We will demonstrate that our anomaly detection models achieve high detection rate with an average accuracy of 97.7% for two industrial data sets collected by the Mississippi State University's Critical Infrastructure Protection Center and Oak Ridge National Laboratories (ORNL)",D. Ulybyshev; Ibrahim Yilmaz; B. Northern; V. Kholodilo; Mike Rogers,SAT-CPS@CODASPY,2021,6,https://www.semanticscholar.org/paper/3adf7ad6f1de9eb6ec20f71a0cf326ddb1f250e2,,3adf7ad6f1de9eb6ec20f71a0cf326ddb1f250e2
10.3390/app12073692,Blockchain-Based Internet of Things Access Control Technology in Intelligent Manufacturing,"The integration of information systems and physical systems is the development trend of today’s manufacturing industry. Intelligent manufacturing is a new model of manufacturing, based on advanced manufacturing technology with human–machine–material collaboration. Internet of Things technology is the core technology of intelligent manufacturing, and access control technology is one of the main measures to ensure the security of the IoT. In view of the problem that the existing IoT access control model does not support distributed and fine-grained dynamic access control, this paper uses the characteristics of blockchain, such as decentralization and non-tampering, combined with the attribute-based access control (ABAC) method, to propose a distributed access control method, applicable to the IoT environment in the process of intelligent manufacturing. This paper describes a fine-grained access control policy by defining the access control attribute values in a formal language, which supports complex logic operations in the policy and enhances the expressiveness of the model. Distributed access control decision making, using smart contracts for blockchain, improves the decision-making efficiency of the access control model, increases the post-facto audit of the access control behavior, and improves the overall security of IoT data protection. The paper concludes with proof of security and a performance analysis, and the experimental results, such as storage and computing overheads, show that this method can provide fine-grained, dynamic, and distributed access control for devices in intelligent manufacturing, ensuring the security and reliability of access control for IoT devices.",Peng Zhai; Jingsha He; Nafei Zhu,Applied Sciences,2022,16,https://www.semanticscholar.org/paper/3b1ff137c0954462469afbb78428a6e99401f27c,https://www.mdpi.com/2076-3417/12/7/3692/pdf?version=1649301663,3b1ff137c0954462469afbb78428a6e99401f27c
10.22399/ijcesen.3294,Next-generation secure authentication and access control architectures: advanced techniques for securing distributed systems in modern enterprises,"With the move of enterprises toward cloud computing, the Internet of Things (IoT) and distributed digital ecosystems, traditional authentication and access control mechanisms like Role-Based Access Control (RBAC) and static Multi Factor Authentication (MFA), are not meeting the mark. This paper reviews next-generation authentication and access-control designs, including Zero Trust, Attribute-Based Access Control (ABAC), and risk-adaptive policies and examines how contextual authentication, continuous identity verification, and emerging technologies such as AI-powered risk assessments, privacy-preserving identity authentication, and decentralized identity models can be integrated. This paper also details ways in which AI has been utilized to power dynamic, risk adaptive mechanisms that can use real time contextual data such as user behaviour, device health and threat level to adjust permissions levels accordingly. Improvements in security, usability, scalability and adaptability are shown in comparative analyses with traditional models. In addition, the review describes the means by which policymakers and industry practitioners can derive implications from the research and provides future research and deployment strategies to be considered. This paper synthesizes recent advancements towards more predictive and resilient authentication frameworks with a goal to enable development of such authentication approaches to help reduce sophisticated cyber threats in distributed systems while supporting industry specific regulatory compliance.",Prince Kumar,International Journal of Computational and Experimental Science and Engineering,2025,2,https://www.semanticscholar.org/paper/3b204c315ae4492d8173bf25985138335ab20c43,,3b204c315ae4492d8173bf25985138335ab20c43
10.1109/ACCESS.2023.3340887,BPDAC: A Blockchain Based and Provenance Enabled Dynamic Access Control Scheme,"Access control is a widely used technology for securing sensitive resources of information systems, ranging from personal data managed by cloud-based data stores to sensitive data stream collected by smart devices. Existing access control systems mainly adopt centralized architecture and static access control models, including Access Control List, Role-based Access Control and Attribute-based Access Control. However, these systems fail to meet the increasing requirements of behavior based dynamic access control or requirements of owner initiated autonomous access control without relying on trustworthy third parties and suffer inherent drawbacks of a single point of failure or dishonesty. To this end, a novel blockchain-based and provenance enabled dynamic access control scheme called BPDAC is proposed. Specifically, it collects and stores data provenance on blockchain to enable behavior-based dynamic access control; in particular, the quick lookup table (QLT) structure is designed to speed up access control evaluation based on provenance with increasing complexity. It also provides specifications for formulating access control policy based on provenance. It utilizes a set of smart contracts on blockchain to enable decentralized and reliable autonomous access control. A prototype system is implemented on the Hyperledger Fabric and experiments are conducted to show that the proposed scheme is practically feasible and scalable in terms of the performance metrics of throughput and latency.",Lianshan Sun; Danni Zhou; Diandong Liu; Jingyan Tang; Yang Li,IEEE Access,2023,8,https://www.semanticscholar.org/paper/3b4bce5923c4860b7a55bf22ba5b2170f1f5641d,https://ieeexplore.ieee.org/ielx7/6287639/6514899/10353924.pdf,3b4bce5923c4860b7a55bf22ba5b2170f1f5641d
10.4108/EAI.26-6-2018.154831,C-ABAC: An ABAC based Model for Collaboration in Multi-tenant Environment,"Collaborative systems allow a group of users to collaborate through distributed platforms in order to perform a common task. Collaborators usually use cloud-based solutions to outsource their data and to benefit from the cloud capabilities. Ensuring access control in a cloud-based collaborative session is an important problem that should be addressed, especially in a multi-tenant configuration. In this paper, we present C-ABAC, a Collaboration Attributes Based Access Control model that ensures access control in multi-tenant cloud environments. C-ABAC supports the workflow concept, preserves the tenants autonomy in defining their local policies and preserves the confidentiality of the object attributes. The implementation of C-ABAC in the SwiftStack environment demonstrates the feasibility of the suggested model. Received on 15 December 2017; accepted on 18 April 2018; published on 26 June 2018",M. A. Madani; M. Erradi; Yahya Benkaouz,EAI Endorsed Transactions on Smart Cities,2018,2,https://www.semanticscholar.org/paper/3b548ea817bd244e69563ac743fbf641d52ae6cb,https://doi.org/10.4108/eai.26-6-2018.154831,3b548ea817bd244e69563ac743fbf641d52ae6cb
